Date,Open,High,Low,Close,GDP (constant 2015 MYR),GDP Growth YOY (%),OPR (%)
2024-08-01,10.239999771118164,10.260000228881836,10.220000267028809,10.260000228881836,1804500000000.0,3.680282,3.0
2024-08-02,10.239999771118164,10.239999771118164,10.180000305175781,10.239999771118164,1804500000000.0,3.680282,3.0
2024-08-03,10.239999771118164,10.239999771118164,10.180000305175781,10.239999771118164,1804500000000.0,3.680282,3.0
2024-08-04,10.239999771118164,10.239999771118164,10.180000305175781,10.239999771118164,1804500000000.0,3.680282,3.0
2024-08-05,10.180000305175781,10.199999809265137,9.760000228881836,9.899999618530273,1804500000000.0,3.680282,3.0
2024-08-06,9.850000381469727,10.119999885559082,9.800000190734863,10.100000381469727,1804500000000.0,3.680282,3.0
2024-08-07,10.100000381469727,10.180000305175781,10.0600004196167,10.140000343322754,1804500000000.0,3.680282,3.0
2024-08-08,10.140000343322754,10.180000305175781,10.100000381469727,10.140000343322754,1804500000000.0,3.680282,3.0
2024-08-09,10.180000305175781,10.199999809265137,10.119999885559082,10.15999984741211,1804500000000.0,3.680282,3.0
2024-08-10,10.180000305175781,10.199999809265137,10.119999885559082,10.15999984741211,1804500000000.0,3.680282,3.0
2024-08-11,10.180000305175781,10.199999809265137,10.119999885559082,10.15999984741211,1804500000000.0,3.680282,3.0
2024-08-12,10.180000305175781,10.239999771118164,10.15999984741211,10.199999809265137,1804500000000.0,3.680282,3.0
2024-08-13,10.199999809265137,10.220000267028809,10.15999984741211,10.199999809265137,1804500000000.0,3.680282,3.0
2024-08-14,10.199999809265137,10.239999771118164,10.180000305175781,10.199999809265137,1804500000000.0,3.680282,3.0
2024-08-15,10.199999809265137,10.220000267028809,10.140000343322754,10.180000305175781,1804500000000.0,3.680282,3.0
2024-08-16,10.199999809265137,10.260000228881836,10.180000305175781,10.260000228881836,1804500000000.0,3.680282,3.0
2024-08-17,10.199999809265137,10.260000228881836,10.180000305175781,10.260000228881836,1804500000000.0,3.680282,3.0
2024-08-18,10.199999809265137,10.260000228881836,10.180000305175781,10.260000228881836,1804500000000.0,3.680282,3.0
2024-08-19,10.260000228881836,10.640000343322754,10.199999809265137,10.600000381469727,1804500000000.0,3.680282,3.0
2024-08-20,10.600000381469727,10.680000305175781,10.479999542236328,10.600000381469727,1804500000000.0,3.680282,3.0
2024-08-21,10.600000381469727,10.619999885559082,10.479999542236328,10.520000457763672,1804500000000.0,3.680282,3.0
2024-08-22,10.520000457763672,10.539999961853027,10.399999618530273,10.4399995803833,1804500000000.0,3.680282,3.0
2024-08-23,10.4399995803833,10.539999961853027,10.420000076293945,10.4399995803833,1804500000000.0,3.680282,3.0
2024-08-24,10.4399995803833,10.539999961853027,10.420000076293945,10.4399995803833,1804500000000.0,3.680282,3.0
2024-08-25,10.4399995803833,10.539999961853027,10.420000076293945,10.4399995803833,1804500000000.0,3.680282,3.0
2024-08-26,10.460000038146973,10.579999923706055,10.460000038146973,10.539999961853027,1804500000000.0,3.680282,3.0
2024-08-27,10.539999961853027,10.720000267028809,10.520000457763672,10.699999809265137,1804500000000.0,3.680282,3.0
2024-08-28,10.720000267028809,11.0,10.720000267028809,10.859999656677246,1804500000000.0,3.680282,3.0
2024-08-29,10.859999656677246,10.9399995803833,10.680000305175781,10.680000305175781,1804500000000.0,3.680282,3.0
2024-08-30,10.680000305175781,10.800000190734863,10.579999923706055,10.779999732971191,1804500000000.0,3.680282,3.0
